timestamp,heart_rate,timestamp_16
,95,31068
2020-06-05 04:10:00,87,31128
2020-06-05 04:11:00,74,31188
2020-06-05 04:12:00,79,31248
2020-06-05 04:13:00,72,31308
2020-06-05 04:14:00,63,31368
2020-06-05 04:15:00,61,31428
2020-06-05 04:17:00,63,31548
2020-06-05 04:18:00,64,31608
2020-06-05 04:19:00,67,31668
2020-06-05 04:20:00,66,31728
2020-06-05 04:21:00,67,31788
2020-06-05 04:22:00,66,31848
2020-06-05 04:24:00,65,31968
2020-06-05 04:25:00,66,32028
2020-06-05 04:26:00,65,32088
2020-06-05 04:27:00,75,32148
2020-06-05 04:28:00,64,32208
2020-06-05 04:29:00,62,32268
2020-06-05 04:30:00,58,32328
2020-06-05 04:31:00,59,32388
2020-06-05 04:32:00,64,32448
2020-06-05 04:33:00,68,32508
2020-06-05 04:34:00,78,32568
2020-06-05 04:35:00,88,32628
2020-06-05 04:36:00,76,32688
2020-06-05 04:37:00,77,32748
2020-06-05 04:38:00,74,32808
2020-06-05 04:39:00,68,32868
2020-06-05 04:40:00,67,32928
2020-06-05 04:41:00,73,32988
2020-06-05 04:42:00,74,33048
2020-06-05 04:43:00,73,33108
2020-06-05 04:44:00,78,33168
2020-06-05 04:45:00,73,33228
2020-06-05 04:46:00,81,33288
2020-06-05 04:47:00,78,33348
2020-06-05 04:48:00,81,33408
2020-06-05 04:49:00,77,33468
2020-06-05 04:50:00,82,33528
2020-06-05 04:51:00,81,33588
2020-06-05 04:52:00,79,33648
2020-06-05 04:53:00,82,33708
2020-06-05 04:54:00,88,33768
2020-06-05 04:55:00,102,33828
2020-06-05 04:56:00,119,33888
2020-06-05 04:57:00,104,33948
2020-06-05 04:58:00,91,34008
2020-06-05 04:59:00,102,34068
2020-06-05 05:00:00,118,34128
2020-06-05 05:01:00,104,34188
2020-06-05 05:02:00,94,34248
2020-06-05 05:03:00,119,34308
2020-06-05 05:04:00,107,34368
2020-06-05 05:05:00,86,34428
2020-06-05 05:06:00,82,34488
2020-06-05 05:08:00,84,34608
2020-06-05 05:09:00,75,34668
2020-06-05 05:10:00,72,34728
2020-06-05 05:11:00,74,34788
2020-06-05 05:12:00,72,34848
2020-06-05 05:13:00,67,34908
2020-06-05 05:14:00,71,34968
2020-06-05 05:15:00,70,35028
2020-06-05 05:16:00,68,35088
2020-06-05 05:17:00,71,35148
2020-06-05 05:19:00,68,35268
2020-06-05 05:21:00,74,35388
2020-06-05 05:22:00,76,35448
2020-06-05 05:23:00,67,35508
2020-06-05 05:24:00,70,35568
2020-06-05 05:26:00,64,35688
2020-06-05 05:27:00,60,35748
2020-06-05 05:28:00,65,35808
2020-06-05 05:29:00,68,35868
2020-06-05 05:30:00,64,35928
2020-06-05 05:31:00,63,35988
2020-06-05 05:33:00,65,36108
2020-06-05 05:34:00,71,36168
2020-06-05 05:35:00,70,36228
2020-06-05 05:36:00,75,36288
2020-06-05 05:37:00,69,36348
2020-06-05 05:38:00,70,36408
2020-06-05 05:39:00,67,36468
2020-06-05 05:41:00,77,36588
2020-06-05 05:42:00,69,36648
2020-06-05 05:43:00,62,36708
2020-06-05 05:44:00,59,36768
2020-06-05 05:45:00,63,36828
2020-06-05 05:46:00,75,36888
2020-06-05 05:47:00,82,36948
2020-06-05 05:48:00,83,37008
2020-06-05 05:49:00,87,37068
2020-06-05 05:50:00,69,37128
2020-06-05 05:51:00,75,37188
2020-06-05 05:52:00,73,37248
2020-06-05 05:53:00,72,37308
2020-06-05 05:54:00,75,37368
2020-06-05 05:55:00,77,37428
2020-06-05 05:56:00,74,37488
2020-06-05 05:57:00,75,37548
2020-06-05 05:58:00,71,37608
2020-06-05 05:59:00,66,37668
2020-06-05 06:00:00,74,37728
2020-06-05 06:01:00,75,37788
2020-06-05 06:02:00,81,37848
2020-06-05 06:03:00,75,37908
2020-06-05 06:04:00,72,37968
2020-06-05 06:05:00,66,38028
2020-06-05 06:06:00,65,38088
2020-06-05 06:07:00,82,38148
2020-06-05 06:08:00,74,38208
2020-06-05 06:09:00,65,38268
2020-06-05 06:10:00,60,38328
2020-06-05 06:11:00,69,38388
2020-06-05 06:12:00,66,38448
2020-06-05 06:13:00,69,38508
2020-06-05 06:14:00,70,38568
2020-06-05 06:15:00,69,38628
2020-06-05 06:16:00,73,38688
2020-06-05 06:17:00,75,38748
2020-06-05 06:18:00,79,38808
2020-06-05 06:19:00,67,38868
2020-06-05 06:20:00,64,38928
2020-06-05 06:21:00,67,38988
2020-06-05 06:22:00,75,39048
2020-06-05 06:24:00,86,39168
2020-06-05 06:25:00,77,39228
2020-06-05 06:26:00,70,39288
2020-06-05 06:27:00,82,39348
2020-06-05 06:28:00,98,39408
2020-06-05 06:29:00,94,39468
2020-06-05 06:32:00,91,39648
2020-06-05 06:33:00,89,39708
2020-06-05 06:35:00,97,39828
2020-06-05 06:36:00,88,39888
2020-06-05 06:37:00,84,39948
2020-06-05 06:39:00,114,40068
2020-06-05 06:40:00,133,40128
2020-06-05 06:41:00,136,40188
2020-06-05 06:42:00,138,40248
2020-06-05 06:43:00,142,40308
2020-06-05 06:44:00,146,40368
2020-06-05 06:45:00,152,40428
2020-06-05 06:47:00,167,40548
2020-06-05 06:48:00,174,40608
2020-06-05 06:49:00,175,40668
2020-06-05 06:50:00,172,40728
2020-06-05 06:52:00,168,40848
2020-06-05 06:53:00,172,40908
2020-06-05 06:54:00,173,40968
2020-06-05 06:55:00,174,41028
2020-06-05 06:56:00,172,41088
2020-06-05 06:57:00,165,41148
2020-06-05 06:58:00,171,41208
2020-06-05 06:59:00,176,41268
2020-06-05 07:00:00,175,41328
2020-06-05 07:01:00,180,41388
2020-06-05 07:02:00,177,41448
2020-06-05 07:03:00,175,41508
2020-06-05 07:04:00,171,41568
