timestamp,heart_rate,timestamp_16
2020-06-06 07:12:00,91,
2020-06-06 07:12:02,92,
2020-06-06 07:12:03,93,
2020-06-06 07:12:04,92,
2020-06-06 07:12:05,91,
2020-06-06 07:12:06,89,
2020-06-06 07:12:07,90,
2020-06-06 07:12:08,88,
2020-06-06 07:12:09,87,
2020-06-06 07:12:10,88,
2020-06-06 07:12:12,87,
2020-06-06 07:12:13,85,
2020-06-06 07:12:14,84,
2020-06-06 07:12:15,83,
2020-06-06 07:12:16,82,
2020-06-06 07:12:23,81,
2020-06-06 07:12:25,80,
2020-06-06 07:12:26,79,
2020-06-06 07:12:27,78,
2020-06-06 07:12:30,77,
2020-06-06 07:12:35,76,
2020-06-06 07:12:36,75,
2020-06-06 07:12:37,76,
2020-06-06 07:12:38,78,
2020-06-06 07:12:39,76,
2020-06-06 07:12:40,77,
2020-06-06 07:12:41,78,
2020-06-06 07:12:42,79,
2020-06-06 07:12:43,74,
2020-06-06 07:12:46,76,
2020-06-06 07:12:47,75,
2020-06-06 07:12:49,74,
2020-06-06 07:12:51,75,
2020-06-06 07:12:52,73,
2020-06-06 07:12:56,72,
2020-06-06 07:12:58,71,
2020-06-06 07:12:59,72,
2020-06-06 07:13:00,75,
2020-06-06 07:13:02,76,
2020-06-06 07:13:03,75,
2020-06-06 07:13:05,81,
2020-06-06 07:13:06,84,
2020-06-06 07:13:07,89,
2020-06-06 07:13:08,92,
2020-06-06 07:13:09,95,
2020-06-06 07:13:10,99,
2020-06-06 07:13:11,103,
2020-06-06 07:13:12,106,
2020-06-06 07:13:13,107,
2020-06-06 07:13:14,109,
2020-06-06 07:13:15,111,
2020-06-06 07:13:16,114,
2020-06-06 07:13:17,115,
2020-06-06 07:13:19,116,
2020-06-06 07:13:20,117,
2020-06-06 07:13:21,115,
2020-06-06 07:13:22,116,
2020-06-06 07:13:29,117,
2020-06-06 07:13:30,116,
2020-06-06 07:13:32,115,
2020-06-06 07:13:34,112,
2020-06-06 07:13:35,114,
2020-06-06 07:13:36,113,
2020-06-06 07:13:40,114,
2020-06-06 07:13:41,112,
2020-06-06 07:13:42,111,
2020-06-06 07:13:45,112,
2020-06-06 07:13:46,111,
2020-06-06 07:13:48,110,
2020-06-06 07:13:49,109,
2020-06-06 07:13:51,108,
2020-06-06 07:13:52,107,
2020-06-06 07:13:53,105,
2020-06-06 07:13:55,106,
2020-06-06 07:13:56,104,
2020-06-06 07:13:57,105,
2020-06-06 07:13:59,103,
2020-06-06 07:14:00,102,
2020-06-06 07:14:03,100,
2020-06-06 07:14:04,99,
2020-06-06 07:14:06,98,
2020-06-06 07:14:09,96,
2020-06-06 07:14:11,97,
2020-06-06 07:14:12,95,
2020-06-06 07:14:13,96,
2020-06-06 07:14:14,95,
2020-06-06 07:14:15,94,
2020-06-06 07:14:16,95,
2020-06-06 07:14:17,93,
2020-06-06 07:14:18,92,
2020-06-06 07:14:20,91,
2020-06-06 07:14:21,92,
2020-06-06 07:14:24,90,
2020-06-06 07:14:25,91,
2020-06-06 07:14:26,90,
2020-06-06 07:14:27,91,
2020-06-06 07:14:31,90,
2020-06-06 07:14:32,89,
2020-06-06 07:14:33,88,
2020-06-06 07:14:36,86,
2020-06-06 07:14:37,87,
2020-06-06 07:14:38,86,
2020-06-06 07:14:40,88,
2020-06-06 07:14:42,89,
2020-06-06 07:14:44,88,
2020-06-06 07:14:45,89,
2020-06-06 07:14:46,88,
2020-06-06 07:14:47,87,
2020-06-06 07:14:49,88,
2020-06-06 07:14:51,85,
2020-06-06 07:14:52,88,
2020-06-06 07:14:53,87,
2020-06-06 07:14:54,88,
2020-06-06 07:14:55,87,
2020-06-06 07:14:56,88,
2020-06-06 07:14:57,89,
2020-06-06 07:14:58,86,
2020-06-06 07:14:59,85,
2020-06-06 07:15:00,83,
2020-06-06 07:15:02,82,
2020-06-06 07:15:05,81,
2020-06-06 07:15:06,83,
2020-06-06 07:15:07,82,
2020-06-06 07:15:09,83,
2020-06-06 07:15:10,86,
2020-06-06 07:15:11,89,
2020-06-06 07:15:12,93,
2020-06-06 07:15:13,95,
2020-06-06 07:15:14,96,
2020-06-06 07:15:16,98,
2020-06-06 07:15:17,99,
2020-06-06 07:15:18,102,
2020-06-06 07:15:19,103,
